138305984	301072401	824022083	360259217	160529980	375472905	725486518
216783637	348956142	999068886	228917214	578898960	143387613	407000486
905557103	446527853	729445042	727293304	573946967	487475008	460223598
235414127	147592600	645203316	827106807	392186545	730658805	751506455
136248971	139621127	677221526	915686198	521889549	85003950	624947051
548532566	716044175	897251169	558311733	692346602	948822052	365204351
943359258	757842706	389191445	558539432	715227376	631777429	174357799
574263510	16616024	975869302	586047419	675696353	212146125	293160509
582678083	244297499	409126019	597504355	37310986	640432462	957619330
787621319	614448503	339627401	558902052	409003769	444352174	923129081
38826920	181847495	12058716	856927752	2881702	200233332	413797020
810227494	263544753	588381171	998986474	521149873	738731558	638467363
682947146	791851301	80381217	991975649	786972383	624311999	63388743
356669112	224872290	520152408	489651162	330961131	333092289	496067471
277444204	21843100	636224279	794194291	731884518	932542623	355102341
864626751	595823538	559424956	754071936	273564724	334200978	138229952
260372732	417145123	864701461	455944907	366679056	808711653	289994315
845647622	684594721	25308979	107794496	769861808	529624020	713885931
580773404	586774608	869987155	948128132	520822184	501309789	220563061
989633584	389179760	253048146	133946972	118571599	623972832	674061442
537352068	31549605	576590511	904887244	767867877	376202840	399188616
697119192	328342928	612520520	211644675	823562197	470240936	646907196
543191765	189468329	818622166	179332095	404363223	524051876	888867195
653438673	829866137	890270826	818602563	636118401	702907642	372082243
114911228	949215832	519426488	685728286	80913231	400537725	984771366
796518123	341491649	66086016	891824182	787331064	418493099	240626425
22576842	985905447	622664661	935121865	514546835	366945332	657329201
701930598	459261738	336495662	570431273	586676043	372676239	668517864
653759986	672759763	144223837	416117468	753145151	215615079	318186793
158082853	863524998	613935206	368353673	395490857	905860407	466127038
676729613	975437172	903813945	856597950	895016669	304838668	674808194
505660280	197879344	663668001	786796577	123579061	769027604	831271559
307423862	677921036	457978659	332646081	688730530	245920065	928718966
84168443	416931888	507487877	527700041	511362023	129353556	511288475
599721788	962481861	164768851	350868288	708245855	605964506	852622095
879475317	873796589	48879601	242808842	686388511	688917391	528902101
103975552	445424531	65629521	768718351	339742621	654754608	863230406
551897478	579905144	370512650	60749697	292011443	773243088	981426701
20497562	380731440	594821261	974389554	173313622	817329083	749382131
258347798	572144452	548879355	392860588	861110883	53283093	760804466
68458345	437336469	24060238	459242958	949885006	165270465	690319842
564678799	496419972	725820253	9044306	549164718	446073508	803105608
901923284	329147408	201065832	184107273	195807370	463675604	606953150
170073225	906561992	904361755	953066027	238801402	927280675	256272101
90453559	705998803	708453463	689903421	385660842	382501131	976600071
491530168	106744215	876360501	315776303	924740880	251978584	817350606
475338463	191165612	790915081	390263987	649989954	434157731	297878721
486363537	269641633	632205687	839090723	805383513	477604723	565765015
266016955	363554317	59183202	805812463	611973810	782084631	483271564
14213831	353153057	547080794	43897507	875951991	886972696	61006653
599769559	880101667	217101489	573704587	972849818	84400026	64849511
539225452	297953031	313851347	170197925	718590578	677453399	901263536
25410914	457927681	967443531	406466165	277166949	636972418	329825237
59980918	667599088	653680027	368541010	8523279	148935439	15195319
601279608	699223440	215189208	801046089	883576723	79007316	796997209
234737544	322957292	116003151	974017057	278639293	730098654	928277885
923231803	13370461	890009951	867598603	908680001	91359382	862818097
5028591	788846246	113408855	15956042	310697894	793717208	543380327
548392170	411231558	556791544	27800204	650317460	45606067	144090219
872083500	126235300	201926249	854220847	789851367	117133170	972516611
808150071	171598303	621953847	836290968	179931326	374898938	375560450
258472654	493909662	484335357	90599237	194882516	533172798	457956082
955470787	850955481	497142302	875620796	890315066	949121851	22179634
447214634	649583811	872169192	880254257	237627957	434819209	552800452
160404715	553781838	716553361	253094752	437310233	215135679	186954923
719763766	947577039	81499142	837759944	775711469	215955154	636502359
226972968	49031567	889549460	394309805	298973737	273376008	377851672
277220417	633319829	935458664	303831174	541940957	534024774	407319828
663831936	845184195	671161939	402789740	617698684	396241762	141124556
527077573	177898609	46824820	30108674	82455171	330859893	841084216
578217526	722133645	669779432	284974325	243106405	325272732	729595826
287758308	101334979	477325976	609429143	181942217	572840159	857767633
951027821	330574068	868515926	387670132	556020324	447378871	837071328
631965104	386892651	839166278	729462616	231368100	850944052	689425415
522149965	806543139	386917818	275469764	409883109	811440233	332184678
741272069	733093341	788584690	478769511	947140526	287005128	546760523
128515164	615461386	989061613	125321312	397242889	448114755	25129116
271184567	551795880	54352009	587927751	878394783	487619088	379119007
45214023	456483515	735439096	414449623	33562054	361737511	2295669
145110018	500469355	46683054	693562956	504417607	824478039	478099433
85771870	610977735	669864738	457660787	994124948	209131320	659963138
509467220	979111030	927756913	770287920	102598931	465987164	144210083
309784158	362862717	719062817	868756957	983746916	819901896	798332018
853498946	905154627	63737162	211087833	564482504	650291019	857449841
886238348	238806656	759868006	101158050	378166886	470000683	799330037
747065132	738740396	217146098	952716670	293766772	531332157	403072152
818596314	102210129	764068985	330837700	979817701	465108716	602121647
964991649	490771298	458827657	264112511	595536650	765872836	213915936
355153442	824586817	349780432	385768866	681333555	52398216	283220402
270308636	634431633	906338789	909027259	719876983	749170056	606875053
673620828	690674428	431916492	294667757	815843500	435267372	507332778
686018001	449211840	129339133	446280888	488770419	466882661	586512585
608417899	632788055	649070862	457609442	983576884	35183157	729709603
641387190	759388881	849314169	64499722	19319029	129403866	499431783
677046571	936132043	914704007	839571379	264490607	849036545	874860929
370763904	51530243	276000861	393147497	244727943	987917030	342852878
209727007	926389573	452288774	867747000	373310008	169637547	809979529
675584123	241602156	97132643	15771843	30302281	598510843	298483028
647262456	859149303	88046304	580593196	128288138	861532960	480969981
235333242	390684695	686020621	721651195	765973836	731153396	878721537
705681724	984743210	731865347	921508334	932342368	549749248	26584330
663349134	445177424	543622404	425458497	122697260	413063862	16871426
242418775	49442184	941868422	574698592	381803050	228192581	671204093
334848784	272134701	575487951	653337882	554039086	160688089	178162800
71071880	477345104	377787008	449863685	769489592	679998984	328976494
273065739	71415081	429720625	715942358	783195636	328352455	351346346
163578425	399238377	348462383	167093204	386413617	623434718	554962787
167263958	610710126	853608182	659985805	42110097	157992545	397626782
683658694	789572875	557780227	212130379	932020135	955972895	770902707
963904104	962472218	128405579	987648806	741786179	8273128	90447075
386311145	318375711	152527272	466805771	230650318	791027360	735177667
66951385	808648427	786571542	896191636	338133310	559184774	653271695
239518123	584035391	418717882	605714193	319940879	974446924	47268467
341828846	44239103	675027301	30915584	70094668	149337144	109036422
573471371	117087448	426999225	123357699	17656214	105257874	179558985
134205742	455792078	701208579	368210059	225477360	182949434	745230264
136425717	68385278	401414898	797766790	891672381	137560801	673960597
128273126	842409916	692316375	474826354	578169228	40904488	152306384
313931714	979946855	359799406	127837911	260663204	850049636	213394501
1484873	597710403	848355611	5299136	433914586	944768964	179557113
526311707	502280054	281952055	551000288	633464631	161592545	541365304
331534041	222097605	58751041	215363647	630640251	978733292	207755429
927902913	574604372	204154308	471798900	981812722	756562235	442252571
893863463	805325260	253673434	482087457	813721136	626992182	909156954
938582640	677504061	654643703	317358873	308418297	267932792	846524226
628075827	116108481	164067616	213960477	188315467	228387983	32806955
250283629	291487333	294809400	492313776	449505717	715083007	673958599
619138800	465156754	129587622	798050602	56470668	311534779	17074578
533335502	579036032	484977359	317284212	172583622	88163749	572725059
290258580	236196234	139225267	807978519	442814229	819729388	641971720
401049872	386577962	303133228	519608495	363787131	981197129	886223552
946032784	512508399	446571917	651696654	651611847	256419802	172241855
676564071	963182553	797868686	399475601	218091055	88411926	767146809
609651443	280888265	594652018	775903638	50899388	855600437	281788947
647391645	463622892	67593605	109350497	870124105	503613979	888722901
271088683	28950756	407278383	570808088	856954535	975944308	679333373
300082968	827875492	969885238	331262861	406677674	361816588	562065041
176091798	656018719	826371216	785745446	640815817	668002727	622637715
674375658	407850857	223506935	607582930	275349314	697198412	421591982
967576536	853960208	110898974	473630826	995543119	647052307	221929584
524362792	97470573	822545520	240568990	893997879	600463910	646987243
678163889	146883354	804044227	344160945	151060690	162292241	490039601
368337139	37913172	638970212	980582468	127900923	683454676	990300428
51915211	125197142	935267798	812134303	632917630	266131471	715926472
909068053	128678964	454095003	444098713	1709487	374533037	48685407
666230982	675429580	419405759	677546247	298021977	418109004	977176312
306343304	196829453	886328161	719958272	741447690	890076482	504542482
115649717	7991459	524386526	422799983	387714287	383450024	738540871
435545898	201587157	575125337	843064251	170403343	567920909	547211432
449210152	821339798	919645026	574284786	154694623	912141899	517867403
745313708	847263694	68520	427493647	653712055	395770561	117784822
325195878	687441953	349487660	963184665	950160420	344725312	19847019
151015718	83711421	686946930	627563268	325430490	296215747	228777310
913188041	151648380	629676790	865668136	824201349	17142065	266943
852423314	621434728	348849335	181952719	453723035	547435195	334971734
817140830	470196850	981678319	257032411	570540277	539808306	939483868
567544702	548155288	953714328	877619977	836975116	927025743	546341882
907405890	882041016	813599863	440987345	337870477	460562537	850694074
188158233	595395262	688916270	708072155	4764409	931074707	908470754
589497434	176671553	204841915	632873206	619002957	81930043	157610925
439226531	355648131	368809678	175880398	722680327	13694528	533640519
791807352	412647804	872723813	565467480	675873290	437323141	288759117
207169875	799379345	768056728	199918250	74915059	72461547	287190604
767090201	667095729	874458425	418684953	405624119	213743408	745500070
400800724	989588882	34852871	371814001	86860542	904295742	751650929
778581764	328279502	39106870	28074348	471705983	472792661	92000648
176065806	512396851	783616982	993936465	666322730	422027304	51633954
883722819	255227657	454536656	951252744	86337950	13675723	158094188
573602626	200243177	812163306	904958312	844456744	16929043	63505146
475715958	108060965	937893041	670783144	636676835	870102725	760390252
182831514	370587081	650400713	984964812	907935270	654903391	666823690
347040119	83654268	74653828	802038161	625624306	500520023	856483362
118605074	129522860	729035805	278867868	698107900	31761301	88056925
342225841	819433484	935104080	821125359	782026139	585176282	67628629
947712414	205430179	344269432	779635139	143524904	952543609	772071750
843900930	511956057	680992944	685575638	333526152	658919440	950176151
644418658	335201576	367572644	206357208	665245111	698084110	262054064
681301755	602873017	494873428	691706137	176783365	701997082	325108811
408765634	925184834	349325154	159044646	92451920	479827072	635110472
180075817	5748286	891610240	771987156	476217668	322793493	538412816
228200419	906357099	905481360	767149113	312774035	262628473	484767191
120429358	96606052	717094208	189546142	560229474	748908470	154045292
766107677	907103674	160432690	357575762	574797429	110584662	143648847
